call	subject	frame	ordinal	query_offset	subject_offset
0	plus1	1	127	111	111
0	plus1	1	128	112	112
0	plus1	1	129	113	113
0	plus1	1	130	114	114
0	plus1	1	131	115	115
0	plus1	1	132	116	116
0	plus1	1	133	117	117
1	plus1	2	0	16	4
1	plus1	2	1	17	5
1	plus1	2	2	4	5
1	plus1	2	3	43	5
1	plus1	2	4	111	9
1	plus1	2	5	5	10
1	plus1	2	6	111	12
1	plus1	2	7	83	40
1	plus1	2	8	43	52
1	plus1	2	9	63	54
1	plus1	2	10	3	54
1	plus1	2	11	4	55
1	plus1	2	12	43	55
1	plus1	2	13	78	65
1	plus1	2	14	79	66
1	plus1	2	15	78	70
1	plus1	2	16	50	71
1	plus1	2	17	79	71
1	plus1	2	18	111	72
1	plus1	2	19	78	77
1	plus1	2	20	79	78
1	plus1	2	21	27	108
1	plus1	2	22	16	111
1	plus1	2	23	63	111
1	plus1	2	24	3	111
1	plus1	2	25	17	112
1	plus1	2	26	4	112
1	plus1	2	27	43	112
2	plus1	3	0	63	10
2	plus1	3	1	87	24
2	plus1	3	2	27	56
2	plus1	3	3	2	71
2	plus1	3	4	62	71
2	plus1	3	5	63	72
2	plus1	3	6	3	72
2	plus1	3	7	9	110
3	plus1	-1	0	7	85
3	plus1	-1	1	107	104
4	plus1	-2	0	31	5
4	plus1	-2	1	68	26
4	plus1	-2	2	37	26
4	plus1	-2	3	61	26
4	plus1	-2	4	24	38
4	plus1	-2	5	92	44
4	plus1	-2	6	93	45
4	plus1	-2	7	51	58
4	plus1	-2	8	24	106
4	plus1	-2	9	93	108
5	plus1	-3	0	24	7
5	plus1	-3	1	23	63
5	plus1	-3	2	83	73
6	plus2	1	0	63	11
6	plus2	1	1	87	25
6	plus2	1	2	27	57
6	plus2	1	3	2	72
6	plus2	1	4	62	72
6	plus2	1	5	63	73
6	plus2	1	6	3	73
6	plus2	1	7	9	111
7	plus2	2	0	0	0
7	plus2	2	1	1	1
7	plus2	2	2	2	2
7	plus2	2	3	62	2
7	plus2	2	4	16	3
7	plus2	2	5	63	3
7	plus2	2	6	3	3
7	plus2	2	7	17	4
7	plus2	2	8	4	4
7	plus2	2	9	43	4
7	plus2	2	10	5	5
7	plus2	2	11	6	6
7	plus2	2	12	7	7
7	plus2	2	13	8	8
7	plus2	2	14	9	9
7	plus2	2	15	10	10
7	plus2	2	16	11	11
7	plus2	2	17	12	12
7	plus2	2	18	13	13
7	plus2	2	19	14	14
7	plus2	2	20	41	15
7	plus2	2	21	15	15
7	plus2	2	22	16	16
7	plus2	2	23	3	16
7	plus2	2	24	17	17
7	plus2	2	25	4	17
7	plus2	2	26	18	18
7	plus2	2	27	19	19
7	plus2	2	28	20	20
7	plus2	2	29	21	21
7	plus2	2	30	22	22
7	plus2	2	31	23	23
7	plus2	2	32	24	24
7	plus2	2	33	25	25
7	plus2	2	34	26	26
7	plus2	2	35	27	27
7	plus2	2	36	28	28
7	plus2	2	37	29	29
7	plus2	2	38	30	30
7	plus2	2	39	31	31
7	plus2	2	40	32	32
7	plus2	2	41	33	33
7	plus2	2	42	34	34
7	plus2	2	43	35	35
7	plus2	2	44	36	36
7	plus2	2	45	68	37
7	plus2	2	46	37	37
7	plus2	2	47	38	38
7	plus2	2	48	95	39
7	plus2	2	49	39	39
7	plus2	2	50	40	40
7	plus2	2	51	41	41
7	plus2	2	52	15	41
7	plus2	2	53	42	42
7	plus2	2	54	4	43
7	plus2	2	55	43	43
7	plus2	2	56	44	44
7	plus2	2	57	45	45
7	plus2	2	58	46	46
7	plus2	2	59	47	47
7	plus2	2	60	48	48
7	plus2	2	61	49	49
7	plus2	2	62	50	50
7	plus2	2	63	51	51
7	plus2	2	64	52	52
7	plus2	2	65	53	53
7	plus2	2	66	54	54
7	plus2	2	67	55	55
7	plus2	2	68	56	56
7	plus2	2	69	57	57
7	plus2	2	70	58	58
7	plus2	2	71	59	59
7	plus2	2	72	60	60
7	plus2	2	73	61	61
7	plus2	2	74	2	62
7	plus2	2	75	62	62
7	plus2	2	76	63	63
7	plus2	2	77	3	63
7	plus2	2	78	64	64
7	plus2	2	79	65	65
7	plus2	2	80	66	66
7	plus2	2	81	67	67
7	plus2	2	82	68	68
7	plus2	2	83	37	68
7	plus2	2	84	69	69
7	plus2	2	85	70	70
7	plus2	2	86	71	71
7	plus2	2	87	72	72
7	plus2	2	88	73	73
7	plus2	2	89	74	74
7	plus2	2	90	75	75
7	plus2	2	91	76	76
7	plus2	2	92	77	77
7	plus2	2	93	78	78
7	plus2	2	94	79	79
7	plus2	2	95	80	80
7	plus2	2	96	81	81
7	plus2	2	97	82	82
7	plus2	2	98	83	83
7	plus2	2	99	84	84
7	plus2	2	100	85	85
7	plus2	2	101	86	86
7	plus2	2	102	87	87
7	plus2	2	103	88	88
7	plus2	2	104	89	89
7	plus2	2	105	90	90
7	plus2	2	106	91	91
7	plus2	2	107	92	92
7	plus2	2	108	93	93
7	plus2	2	109	94	94
7	plus2	2	110	95	95
7	plus2	2	111	39	95
7	plus2	2	112	96	96
7	plus2	2	113	97	97
7	plus2	2	114	98	98
7	plus2	2	115	99	99
7	plus2	2	116	100	100
7	plus2	2	117	101	101
7	plus2	2	118	102	102
7	plus2	2	119	103	103
7	plus2	2	120	104	104
7	plus2	2	121	105	105
7	plus2	2	122	106	106
7	plus2	2	123	107	107
7	plus2	2	124	108	108
7	plus2	2	125	109	109
7	plus2	2	126	110	110
7	plus2	2	127	111	111
7	plus2	2	128	112	112
7	plus2	2	129	113	113
7	plus2	2	130	114	114
7	plus2	2	131	115	115
7	plus2	2	132	116	116
7	plus2	2	133	117	117
8	plus2	3	0	16	4
8	plus2	3	1	17	5
8	plus2	3	2	4	5
8	plus2	3	3	43	5
8	plus2	3	4	111	9
8	plus2	3	5	5	10
8	plus2	3	6	111	12
8	plus2	3	7	83	40
8	plus2	3	8	43	52
8	plus2	3	9	63	54
8	plus2	3	10	3	54
8	plus2	3	11	4	55
8	plus2	3	12	43	55
8	plus2	3	13	78	65
8	plus2	3	14	79	66
8	plus2	3	15	78	70
8	plus2	3	16	50	71
8	plus2	3	17	79	71
8	plus2	3	18	111	72
8	plus2	3	19	78	77
8	plus2	3	20	79	78
8	plus2	3	21	27	108
8	plus2	3	22	16	111
8	plus2	3	23	63	111
8	plus2	3	24	3	111
8	plus2	3	25	17	112
8	plus2	3	26	4	112
8	plus2	3	27	43	112
9	plus2	-1	0	31	5
9	plus2	-1	1	68	26
9	plus2	-1	2	37	26
9	plus2	-1	3	61	26
9	plus2	-1	4	24	38
9	plus2	-1	5	92	44
9	plus2	-1	6	93	45
9	plus2	-1	7	51	58
9	plus2	-1	8	24	106
9	plus2	-1	9	93	108
10	plus2	-2	0	24	7
10	plus2	-2	1	23	63
10	plus2	-2	2	83	73
11	plus2	-3	0	7	84
11	plus2	-3	1	107	103
12	plus3	1	0	16	5
12	plus3	1	1	17	6
12	plus3	1	2	4	6
12	plus3	1	3	43	6
12	plus3	1	4	111	10
12	plus3	1	5	5	11
12	plus3	1	6	111	13
12	plus3	1	7	83	41
12	plus3	1	8	43	53
12	plus3	1	9	63	55
12	plus3	1	10	3	55
12	plus3	1	11	4	56
12	plus3	1	12	43	56
12	plus3	1	13	78	66
12	plus3	1	14	79	67
12	plus3	1	15	78	71
12	plus3	1	16	50	72
12	plus3	1	17	79	72
12	plus3	1	18	111	73
12	plus3	1	19	78	78
12	plus3	1	20	79	79
12	plus3	1	21	27	109
12	plus3	1	22	16	112
12	plus3	1	23	63	112
12	plus3	1	24	3	112
12	plus3	1	25	17	113
12	plus3	1	26	4	113
12	plus3	1	27	43	113
13	plus3	2	0	63	11
13	plus3	2	1	87	25
13	plus3	2	2	27	57
13	plus3	2	3	2	72
13	plus3	2	4	62	72
13	plus3	2	5	63	73
13	plus3	2	6	3	73
13	plus3	2	7	9	111
14	plus3	3	0	0	0
14	plus3	3	1	1	1
14	plus3	3	2	2	2
14	plus3	3	3	62	2
14	plus3	3	4	16	3
14	plus3	3	5	63	3
14	plus3	3	6	3	3
14	plus3	3	7	17	4
14	plus3	3	8	4	4
14	plus3	3	9	43	4
14	plus3	3	10	5	5
14	plus3	3	11	6	6
14	plus3	3	12	7	7
14	plus3	3	13	8	8
14	plus3	3	14	9	9
14	plus3	3	15	10	10
14	plus3	3	16	11	11
14	plus3	3	17	12	12
14	plus3	3	18	13	13
14	plus3	3	19	14	14
14	plus3	3	20	41	15
14	plus3	3	21	15	15
14	plus3	3	22	16	16
14	plus3	3	23	3	16
14	plus3	3	24	17	17
14	plus3	3	25	4	17
14	plus3	3	26	18	18
14	plus3	3	27	19	19
14	plus3	3	28	20	20
14	plus3	3	29	21	21
14	plus3	3	30	22	22
14	plus3	3	31	23	23
14	plus3	3	32	24	24
14	plus3	3	33	25	25
14	plus3	3	34	26	26
14	plus3	3	35	27	27
14	plus3	3	36	28	28
14	plus3	3	37	29	29
14	plus3	3	38	30	30
14	plus3	3	39	31	31
14	plus3	3	40	32	32
14	plus3	3	41	33	33
14	plus3	3	42	34	34
14	plus3	3	43	35	35
14	plus3	3	44	36	36
14	plus3	3	45	68	37
14	plus3	3	46	37	37
14	plus3	3	47	38	38
14	plus3	3	48	95	39
14	plus3	3	49	39	39
14	plus3	3	50	40	40
14	plus3	3	51	41	41
14	plus3	3	52	15	41
14	plus3	3	53	42	42
14	plus3	3	54	4	43
14	plus3	3	55	43	43
14	plus3	3	56	44	44
14	plus3	3	57	45	45
14	plus3	3	58	46	46
14	plus3	3	59	47	47
14	plus3	3	60	48	48
14	plus3	3	61	49	49
14	plus3	3	62	50	50
14	plus3	3	63	51	51
14	plus3	3	64	52	52
14	plus3	3	65	53	53
14	plus3	3	66	54	54
14	plus3	3	67	55	55
14	plus3	3	68	56	56
14	plus3	3	69	57	57
14	plus3	3	70	58	58
14	plus3	3	71	59	59
14	plus3	3	72	60	60
14	plus3	3	73	61	61
14	plus3	3	74	2	62
14	plus3	3	75	62	62
14	plus3	3	76	63	63
14	plus3	3	77	3	63
14	plus3	3	78	64	64
14	plus3	3	79	65	65
14	plus3	3	80	66	66
14	plus3	3	81	67	67
14	plus3	3	82	68	68
14	plus3	3	83	37	68
14	plus3	3	84	69	69
14	plus3	3	85	70	70
14	plus3	3	86	71	71
14	plus3	3	87	72	72
14	plus3	3	88	73	73
14	plus3	3	89	74	74
14	plus3	3	90	75	75
14	plus3	3	91	76	76
14	plus3	3	92	77	77
14	plus3	3	93	78	78
14	plus3	3	94	79	79
14	plus3	3	95	80	80
14	plus3	3	96	81	81
14	plus3	3	97	82	82
14	plus3	3	98	83	83
14	plus3	3	99	84	84
14	plus3	3	100	85	85
14	plus3	3	101	86	86
14	plus3	3	102	87	87
14	plus3	3	103	88	88
14	plus3	3	104	89	89
14	plus3	3	105	90	90
14	plus3	3	106	91	91
14	plus3	3	107	92	92
14	plus3	3	108	93	93
14	plus3	3	109	94	94
14	plus3	3	110	95	95
14	plus3	3	111	39	95
14	plus3	3	112	96	96
14	plus3	3	113	97	97
14	plus3	3	114	98	98
14	plus3	3	115	99	99
14	plus3	3	116	100	100
14	plus3	3	117	101	101
14	plus3	3	118	102	102
14	plus3	3	119	103	103
14	plus3	3	120	104	104
14	plus3	3	121	105	105
14	plus3	3	122	106	106
14	plus3	3	123	107	107
14	plus3	3	124	108	108
14	plus3	3	125	109	109
14	plus3	3	126	110	110
14	plus3	3	127	111	111
14	plus3	3	128	112	112
14	plus3	3	129	113	113
14	plus3	3	130	114	114
14	plus3	3	131	115	115
14	plus3	3	132	116	116
14	plus3	3	133	117	117
15	plus3	-1	0	24	7
15	plus3	-1	1	23	63
15	plus3	-1	2	83	73
16	plus3	-2	0	7	84
16	plus3	-2	1	107	103
17	plus3	-3	0	31	4
17	plus3	-3	1	68	25
17	plus3	-3	2	37	25
17	plus3	-3	3	61	25
17	plus3	-3	4	24	37
17	plus3	-3	5	92	43
17	plus3	-3	6	93	44
17	plus3	-3	7	51	57
17	plus3	-3	8	24	105
17	plus3	-3	9	93	107
18	minus1	1	0	7	85
18	minus1	1	1	107	104
19	minus1	2	0	31	5
19	minus1	2	1	68	26
19	minus1	2	2	37	26
19	minus1	2	3	61	26
19	minus1	2	4	24	38
19	minus1	2	5	92	44
19	minus1	2	6	93	45
19	minus1	2	7	51	58
19	minus1	2	8	24	106
19	minus1	2	9	93	108
20	minus1	3	0	24	7
20	minus1	3	1	23	63
20	minus1	3	2	83	73
21	minus1	-1	0	0	0
21	minus1	-1	1	1	1
21	minus1	-1	2	2	2
21	minus1	-1	3	62	2
21	minus1	-1	4	16	3
21	minus1	-1	5	63	3
21	minus1	-1	6	3	3
21	minus1	-1	7	17	4
21	minus1	-1	8	4	4
21	minus1	-1	9	43	4
21	minus1	-1	10	5	5
21	minus1	-1	11	6	6
21	minus1	-1	12	7	7
21	minus1	-1	13	8	8
21	minus1	-1	14	9	9
21	minus1	-1	15	10	10
21	minus1	-1	16	11	11
21	minus1	-1	17	12	12
21	minus1	-1	18	13	13
21	minus1	-1	19	14	14
21	minus1	-1	20	41	15
21	minus1	-1	21	15	15
21	minus1	-1	22	16	16
21	minus1	-1	23	3	16
21	minus1	-1	24	17	17
21	minus1	-1	25	4	17
21	minus1	-1	26	18	18
21	minus1	-1	27	19	19
21	minus1	-1	28	20	20
21	minus1	-1	29	21	21
21	minus1	-1	30	22	22
21	minus1	-1	31	23	23
21	minus1	-1	32	24	24
21	minus1	-1	33	25	25
21	minus1	-1	34	26	26
21	minus1	-1	35	27	27
21	minus1	-1	36	28	28
21	minus1	-1	37	29	29
21	minus1	-1	38	30	30
21	minus1	-1	39	31	31
21	minus1	-1	40	32	32
21	minus1	-1	41	33	33
21	minus1	-1	42	34	34
21	minus1	-1	43	35	35
21	minus1	-1	44	36	36
21	minus1	-1	45	68	37
21	minus1	-1	46	37	37
21	minus1	-1	47	38	38
21	minus1	-1	48	95	39
21	minus1	-1	49	39	39
21	minus1	-1	50	40	40
21	minus1	-1	51	41	41
21	minus1	-1	52	15	41
21	minus1	-1	53	42	42
21	minus1	-1	54	4	43
21	minus1	-1	55	43	43
21	minus1	-1	56	44	44
21	minus1	-1	57	45	45
21	minus1	-1	58	46	46
21	minus1	-1	59	47	47
21	minus1	-1	60	48	48
21	minus1	-1	61	49	49
21	minus1	-1	62	50	50
21	minus1	-1	63	51	51
21	minus1	-1	64	52	52
21	minus1	-1	65	53	53
21	minus1	-1	66	54	54
21	minus1	-1	67	55	55
21	minus1	-1	68	56	56
21	minus1	-1	69	57	57
21	minus1	-1	70	58	58
21	minus1	-1	71	59	59
21	minus1	-1	72	60	60
21	minus1	-1	73	61	61
21	minus1	-1	74	2	62
21	minus1	-1	75	62	62
21	minus1	-1	76	63	63
21	minus1	-1	77	3	63
21	minus1	-1	78	64	64
21	minus1	-1	79	65	65
21	minus1	-1	80	66	66
21	minus1	-1	81	67	67
21	minus1	-1	82	68	68
21	minus1	-1	83	37	68
21	minus1	-1	84	69	69
21	minus1	-1	85	70	70
21	minus1	-1	86	71	71
21	minus1	-1	87	72	72
21	minus1	-1	88	73	73
21	minus1	-1	89	74	74
21	minus1	-1	90	75	75
21	minus1	-1	91	76	76
21	minus1	-1	92	77	77
21	minus1	-1	93	78	78
21	minus1	-1	94	79	79
21	minus1	-1	95	80	80
21	minus1	-1	96	81	81
21	minus1	-1	97	82	82
21	minus1	-1	98	83	83
21	minus1	-1	99	84	84
21	minus1	-1	100	85	85
21	minus1	-1	101	86	86
21	minus1	-1	102	87	87
21	minus1	-1	103	88	88
21	minus1	-1	104	89	89
21	minus1	-1	105	90	90
21	minus1	-1	106	91	91
21	minus1	-1	107	92	92
21	minus1	-1	108	93	93
21	minus1	-1	109	94	94
21	minus1	-1	110	95	95
21	minus1	-1	111	39	95
21	minus1	-1	112	96	96
21	minus1	-1	113	97	97
21	minus1	-1	114	98	98
21	minus1	-1	115	99	99
21	minus1	-1	116	100	100
21	minus1	-1	117	101	101
21	minus1	-1	118	102	102
21	minus1	-1	119	103	103
21	minus1	-1	120	104	104
21	minus1	-1	121	105	105
21	minus1	-1	122	106	106
21	minus1	-1	123	107	107
21	minus1	-1	124	108	108
21	minus1	-1	125	109	109
21	minus1	-1	126	110	110
21	minus1	-1	127	111	111
21	minus1	-1	128	112	112
21	minus1	-1	129	113	113
21	minus1	-1	130	114	114
21	minus1	-1	131	115	115
21	minus1	-1	132	116	116
21	minus1	-1	133	117	117
22	minus1	-2	0	16	4
22	minus1	-2	1	17	5
22	minus1	-2	2	4	5
22	minus1	-2	3	43	5
22	minus1	-2	4	111	9
22	minus1	-2	5	5	10
22	minus1	-2	6	111	12
22	minus1	-2	7	83	40
22	minus1	-2	8	43	52
22	minus1	-2	9	63	54
22	minus1	-2	10	3	54
22	minus1	-2	11	4	55
22	minus1	-2	12	43	55
22	minus1	-2	13	78	65
22	minus1	-2	14	79	66
22	minus1	-2	15	78	70
22	minus1	-2	16	50	71
22	minus1	-2	17	79	71
22	minus1	-2	18	111	72
22	minus1	-2	19	78	77
22	minus1	-2	20	79	78
22	minus1	-2	21	27	108
22	minus1	-2	22	16	111
22	minus1	-2	23	63	111
22	minus1	-2	24	3	111
22	minus1	-2	25	17	112
22	minus1	-2	26	4	112
22	minus1	-2	27	43	112
23	minus1	-3	0	63	10
23	minus1	-3	1	87	24
23	minus1	-3	2	27	56
23	minus1	-3	3	2	71
23	minus1	-3	4	62	71
23	minus1	-3	5	63	72
23	minus1	-3	6	3	72
23	minus1	-3	7	9	110
24	minus2	1	0	31	5
24	minus2	1	1	68	26
24	minus2	1	2	37	26
24	minus2	1	3	61	26
24	minus2	1	4	24	38
24	minus2	1	5	92	44
24	minus2	1	6	93	45
24	minus2	1	7	51	58
24	minus2	1	8	24	106
24	minus2	1	9	93	108
25	minus2	2	0	24	7
25	minus2	2	1	23	63
25	minus2	2	2	83	73
26	minus2	3	0	7	84
26	minus2	3	1	107	103
27	minus2	-1	0	63	11
27	minus2	-1	1	87	25
27	minus2	-1	2	27	57
27	minus2	-1	3	2	72
27	minus2	-1	4	62	72
27	minus2	-1	5	63	73
27	minus2	-1	6	3	73
27	minus2	-1	7	9	111
28	minus2	-2	0	0	0
28	minus2	-2	1	1	1
28	minus2	-2	2	2	2
28	minus2	-2	3	62	2
28	minus2	-2	4	16	3
28	minus2	-2	5	63	3
28	minus2	-2	6	3	3
28	minus2	-2	7	17	4
28	minus2	-2	8	4	4
28	minus2	-2	9	43	4
28	minus2	-2	10	5	5
28	minus2	-2	11	6	6
28	minus2	-2	12	7	7
28	minus2	-2	13	8	8
28	minus2	-2	14	9	9
28	minus2	-2	15	10	10
28	minus2	-2	16	11	11
28	minus2	-2	17	12	12
28	minus2	-2	18	13	13
28	minus2	-2	19	14	14
28	minus2	-2	20	41	15
28	minus2	-2	21	15	15
28	minus2	-2	22	16	16
28	minus2	-2	23	3	16
28	minus2	-2	24	17	17
28	minus2	-2	25	4	17
28	minus2	-2	26	18	18
28	minus2	-2	27	19	19
28	minus2	-2	28	20	20
28	minus2	-2	29	21	21
28	minus2	-2	30	22	22
28	minus2	-2	31	23	23
28	minus2	-2	32	24	24
28	minus2	-2	33	25	25
28	minus2	-2	34	26	26
28	minus2	-2	35	27	27
28	minus2	-2	36	28	28
28	minus2	-2	37	29	29
28	minus2	-2	38	30	30
28	minus2	-2	39	31	31
28	minus2	-2	40	32	32
28	minus2	-2	41	33	33
28	minus2	-2	42	34	34
28	minus2	-2	43	35	35
28	minus2	-2	44	36	36
28	minus2	-2	45	68	37
28	minus2	-2	46	37	37
28	minus2	-2	47	38	38
28	minus2	-2	48	95	39
28	minus2	-2	49	39	39
28	minus2	-2	50	40	40
28	minus2	-2	51	41	41
28	minus2	-2	52	15	41
28	minus2	-2	53	42	42
28	minus2	-2	54	4	43
28	minus2	-2	55	43	43
28	minus2	-2	56	44	44
28	minus2	-2	57	45	45
28	minus2	-2	58	46	46
28	minus2	-2	59	47	47
28	minus2	-2	60	48	48
28	minus2	-2	61	49	49
28	minus2	-2	62	50	50
28	minus2	-2	63	51	51
28	minus2	-2	64	52	52
28	minus2	-2	65	53	53
28	minus2	-2	66	54	54
28	minus2	-2	67	55	55
28	minus2	-2	68	56	56
28	minus2	-2	69	57	57
28	minus2	-2	70	58	58
28	minus2	-2	71	59	59
28	minus2	-2	72	60	60
28	minus2	-2	73	61	61
28	minus2	-2	74	2	62
28	minus2	-2	75	62	62
28	minus2	-2	76	63	63
28	minus2	-2	77	3	63
28	minus2	-2	78	64	64
28	minus2	-2	79	65	65
28	minus2	-2	80	66	66
28	minus2	-2	81	67	67
28	minus2	-2	82	68	68
28	minus2	-2	83	37	68
28	minus2	-2	84	69	69
28	minus2	-2	85	70	70
28	minus2	-2	86	71	71
28	minus2	-2	87	72	72
28	minus2	-2	88	73	73
28	minus2	-2	89	74	74
28	minus2	-2	90	75	75
28	minus2	-2	91	76	76
28	minus2	-2	92	77	77
28	minus2	-2	93	78	78
28	minus2	-2	94	79	79
28	minus2	-2	95	80	80
28	minus2	-2	96	81	81
28	minus2	-2	97	82	82
28	minus2	-2	98	83	83
28	minus2	-2	99	84	84
28	minus2	-2	100	85	85
28	minus2	-2	101	86	86
28	minus2	-2	102	87	87
28	minus2	-2	103	88	88
28	minus2	-2	104	89	89
28	minus2	-2	105	90	90
28	minus2	-2	106	91	91
28	minus2	-2	107	92	92
28	minus2	-2	108	93	93
28	minus2	-2	109	94	94
28	minus2	-2	110	95	95
28	minus2	-2	111	39	95
28	minus2	-2	112	96	96
28	minus2	-2	113	97	97
28	minus2	-2	114	98	98
28	minus2	-2	115	99	99
28	minus2	-2	116	100	100
28	minus2	-2	117	101	101
28	minus2	-2	118	102	102
28	minus2	-2	119	103	103
28	minus2	-2	120	104	104
28	minus2	-2	121	105	105
28	minus2	-2	122	106	106
28	minus2	-2	123	107	107
28	minus2	-2	124	108	108
28	minus2	-2	125	109	109
28	minus2	-2	126	110	110
28	minus2	-2	127	111	111
28	minus2	-2	128	112	112
28	minus2	-2	129	113	113
28	minus2	-2	130	114	114
28	minus2	-2	131	115	115
28	minus2	-2	132	116	116
28	minus2	-2	133	117	117
29	minus2	-3	0	16	4
29	minus2	-3	1	17	5
29	minus2	-3	2	4	5
29	minus2	-3	3	43	5
29	minus2	-3	4	111	9
29	minus2	-3	5	5	10
29	minus2	-3	6	111	12
29	minus2	-3	7	83	40
29	minus2	-3	8	43	52
29	minus2	-3	9	63	54
29	minus2	-3	10	3	54
29	minus2	-3	11	4	55
29	minus2	-3	12	43	55
29	minus2	-3	13	78	65
29	minus2	-3	14	79	66
29	minus2	-3	15	78	70
29	minus2	-3	16	50	71
29	minus2	-3	17	79	71
29	minus2	-3	18	111	72
29	minus2	-3	19	78	77
29	minus2	-3	20	79	78
29	minus2	-3	21	27	108
29	minus2	-3	22	16	111
29	minus2	-3	23	63	111
29	minus2	-3	24	3	111
29	minus2	-3	25	17	112
29	minus2	-3	26	4	112
29	minus2	-3	27	43	112
30	minus3	1	0	24	7
30	minus3	1	1	23	63
30	minus3	1	2	83	73
31	minus3	2	0	7	84
31	minus3	2	1	107	103
32	minus3	3	0	31	4
32	minus3	3	1	68	25
32	minus3	3	2	37	25
32	minus3	3	3	61	25
32	minus3	3	4	24	37
32	minus3	3	5	92	43
32	minus3	3	6	93	44
32	minus3	3	7	51	57
32	minus3	3	8	24	105
32	minus3	3	9	93	107
33	minus3	-1	0	16	5
33	minus3	-1	1	17	6
33	minus3	-1	2	4	6
33	minus3	-1	3	43	6
33	minus3	-1	4	111	10
33	minus3	-1	5	5	11
33	minus3	-1	6	111	13
33	minus3	-1	7	83	41
33	minus3	-1	8	43	53
33	minus3	-1	9	63	55
33	minus3	-1	10	3	55
33	minus3	-1	11	4	56
33	minus3	-1	12	43	56
33	minus3	-1	13	78	66
33	minus3	-1	14	79	67
33	minus3	-1	15	78	71
33	minus3	-1	16	50	72
33	minus3	-1	17	79	72
33	minus3	-1	18	111	73
33	minus3	-1	19	78	78
33	minus3	-1	20	79	79
33	minus3	-1	21	27	109
33	minus3	-1	22	16	112
33	minus3	-1	23	63	112
33	minus3	-1	24	3	112
33	minus3	-1	25	17	113
33	minus3	-1	26	4	113
